"sample_id","hit_id_1","x_1","y_1","z_1","rho_1","eta_1","phi_1","volume_id_1","layer_id_1","module_id_1","value_1","hit_id_2","x_2","y_2","z_2","rho_2","eta_2","phi_2","volume_id_2","layer_id_2","module_id_2","value_2","hit_id_3","x_3","y_3","z_3","rho_3","eta_3","phi_3","volume_id_3","layer_id_3","module_id_3","value_3","hit_id_4","x_4","y_4","z_4","rho_4","eta_4","phi_4","volume_id_4","layer_id_4","module_id_4","value_4"
8,18699,31.702600479126,-5.0109601020813,-14.4371004104614,32.0961761474609,-0.435874044895172,-0.156764566898346,8,2,104,0.29124116897583,26723,72.0936965942383,-11.6596002578735,-33.117000579834,73.0304565429688,-0.439210414886475,-0.160340085625648,8,4,208,0.345807880163193,33439,114.426002502441,-19.0233001708984,-52.7205009460449,115.996528625488,-0.440150439739227,-0.164743050932884,8,6,337,0.358527183532715,38827,168.604995727539,-29.0541000366211,-77.8416976928711,171.089996337891,-0.440582394599915,-0.170644626021385,8,8,427,0.322753816843033
12,20131,-5.68240022659302,-31.1688003540039,11.4603996276855,31.6825466156006,0.354268819093704,-1.75112628936768,8,2,116,0.360740691423416,27538,-12.4630002975464,-71.6317977905273,32.5686988830566,72.7079086303711,0.434169352054596,-1.74305880069733,8,4,232,0.356714904308319,33999,-18.8563995361328,-113.936996459961,54.5598983764649,115.486808776855,0.456421166658401,-1.73480808734894,8,6,376,0.352293193340302,40330,-26.1940002441406,-170.050003051758,83.6057968139648,172.055603027344,0.468585759401321,-1.72363209724426,8,8,642,0.325696259737015
25,19479,-27.9736995697021,15.5123996734619,-18.6706008911133,31.986909866333,-0.554793357849121,2.63527417182922,8,2,111,0.323747366666794,27212,-63.6400985717773,34.2733001708984,-38.5032997131348,72.2822341918945,-0.510249018669128,2.64758372306824,8,4,222,0.347986549139023,33792,-102.365997314453,53.3959007263184,-59.752799987793,115.455268859863,-0.496845275163651,2.66080093383789,8,6,360,0.3588587641716,39084,-154.100997924805,77.0395965576172,-87.8459014892578,172.285278320312,-0.490036875009537,2.67800164222717,8,8,463,0.339499413967133
29,18598,28.2014999389648,-15.0396995544434,-19.2917003631592,31.961181640625,-0.571907460689545,-0.489926964044571,8,2,103,0.327808350324631,26639,63.8986015319824,-33.5672988891602,-38.3930015563965,72.1789093017578,-0.50957328081131,-0.483698904514313,8,4,206,0.331086486577988,33398,102.555000305176,-52.9522018432617,-58.9197998046875,115.418647766113,-0.490572780370712,-0.476625919342041,8,6,334,0.320429146289825,38807,153.910003662109,-77.6484985351562,-85.9292984008789,172.387878417969,-0.479838311672211,-0.467245817184448,8,8,424,0.330791503190994
34,20046,-13.2906999588013,-28.4946994781494,13.0038003921509,31.4418601989746,0.402616530656815,-2.00722670555115,8,2,115,0.369952589273453,27478,-29.5400009155273,-64.8453979492188,25.9325008392334,71.2568435668945,0.356340706348419,-1.99825191497803,8,4,230,0.329519599676132,33964,-46.8636016845703,-105.738998413086,40.347599029541,115.65869140625,0.342136561870575,-1.98798155784607,8,6,374,0.306526005268097,39754,-67.4551010131836,-157.970001220703,58.5491981506348,171.769348144531,0.334581941366196,-1.97437000274658,8,8,561,0.341700106859207
35,20410,19.5597991943359,-24.6837997436523,18.1245994567871,31.4940586090088,0.547696709632874,-0.900697886943817,8,2,118,0.329843580722809,27681,44.1530990600586,-56.9472999572754,37.8914985656738,72.0589447021484,0.504203915596008,-0.911278486251831,8,4,236,0.378083795309067,34120,70.1138000488281,-92.4375991821289,59.2705993652344,116.020057678223,0.490908771753311,-0.921878218650818,8,6,383,0.338695347309112,40416,102.27799987793,-138.901000976562,86.6937026977539,172.494277954102,0.483526200056076,-0.936096787452698,8,8,652,0.304589599370956
40,20087,-13.6415996551514,-28.3255996704102,10.9018001556396,31.4393520355225,0.340158671140671,-2.019615650177,8,2,115,0.335398316383362,27475,-30.277099609375,-64.5755996704102,30.1996994018555,71.3211822509766,0.41170284152031,-2.00922536849976,8,4,230,0.325450956821442,33973,-48.0565986633301,-105.391998291016,51.8451995849609,115.831390380859,0.433852791786194,-1.99861168861389,8,6,374,0.342582494020462,40317,-69.3640975952148,-157.968994140625,79.4063034057617,172.527053833008,0.445382654666901,-1.9845484495163,8,8,639,0.333667814731598
48,17827,-28.9757995605469,-13.8840999603271,-5.51461982727051,32.1304397583008,-0.17080046236515,-2.69475412368774,8,2,97,0.288851380348206,26278,-65.3335037231445,-31.847900390625,-15.2727003097534,72.6825637817383,-0.208612248301506,-2.68802189826965,8,4,195,0.313309699296951,33149,-103.63200378418,-51.4762001037598,-25.7273006439209,115.712532043457,-0.220545798540115,-2.68057155609131,8,6,316,0.300827413797378,39154,-152.966995239258,-77.8635025024414,-39.2999000549316,171.643890380859,-0.227007046341896,-2.67075395584106,8,8,474,0.312871783971786
53,20278,11.9337997436523,-29.1331996917725,5.27187013626099,31.4826774597168,0.166680097579956,-1.18201684951782,8,2,117,0.303922295570374,27596,27.3297996520996,-65.6428985595703,5.38437986373901,71.1049118041992,0.0756522491574287,-1.17628312110901,8,4,234,0.299274981021881,34083,45.3322982788086,-106.924003601074,5.44061994552612,116.136817932129,0.0468294844031334,-1.16980051994324,8,6,381,0.313909709453583,39831,68.2485961914062,-157.445999145508,5.55312013626099,171.601608276367,0.0323548018932343,-1.16177082061768,8,8,571,0.30906468629837
59,21153,5.12789011001587,31.2000999450684,22.4561004638672,31.618688583374,0.661015748977661,1.40789771080017,8,2,124,0.358476728200912,28083,10.9252996444702,71.5673980712891,37.6903991699219,72.3965148925781,0.49957013130188,1.41930842399597,8,4,248,0.33033961057663,34371,15.957200050354,114.056999206543,53.8096008300781,115.167839050293,0.451708972454071,1.43179309368134,8,6,402,0.328970104455948,40588,20.9564990997314,170.160003662109,75.14990234375,171.44563293457,0.425385177135467,1.44825577735901,8,8,681,0.316792607307434
