"sample_id","hit_id_5","x_5","y_5","z_5","rho_5","eta_5","phi_5","volume_id_5","layer_id_5","module_id_5","value_5"
1,74738,261.088989257812,26.0328006744385,27,262.383605957031,0.102722086012363,0.0993800610303879,13,2,421,1
6,74739,260.557006835938,18.6117992401123,12.6000003814697,261.220886230469,0.0482163615524769,0.0713097006082535,13,2,421,1
24,63621,242.063003540039,98.1787033081055,36.5999984741211,261.215545654297,0.139659717679024,0.385317325592041,13,2,423,2
74,74852,240.871002197266,102.99299621582,10.1999998092651,261.966400146484,0.0389264635741711,0.4040587246418,13,2,423,2
80,74799,256.881011962891,-54.625,-7.80000019073486,262.624725341797,-0.0296957977116108,-0.209526121616364,13,2,419,2
82,73375,259.540985107422,4.40813016891479,10.1999998092651,259.578399658203,0.0392844080924988,0.0169826988130808,13,2,421,1
89,73364,257.289001464844,-35.1563987731934,31.7999992370606,259.679809570312,0.1221544444561,-0.135800659656525,13,2,420,1
92,76793,252.929992675781,76.7182006835938,21,264.309020996094,0.0793691277503967,0.29449799656868,13,2,422,2
117,79674,262.377014160156,44.026798248291,43.7999992370605,266.045196533203,0.163898825645447,0.166250944137573,13,2,421,2
118,79633,253.376007080078,-63.2606010437012,-42,261.15380859375,-0.16013939678669,-0.244668856263161,13,2,419,2
138,71489,243.225997924805,93.480598449707,7.80000019073486,260.571502685547,0.0299297589808703,0.36693075299263,13,2,423,1
148,69784,253.542007446289,69.5843963623047,40.2000007629395,262.917358398438,0.152310147881508,0.267854034900665,13,2,422,1
157,61217,256.445007324219,-55.6997985839844,3,262.424285888672,0.0114316390827298,-0.213877782225609,13,2,419,1
165,70118,262.778991699219,-40.0964012145996,-6.59999990463257,265.820465087891,-0.0248262118548155,-0.151418104767799,13,2,419,2
174,70907,260.9169921875,23.6389007568359,37.7999992370605,261.985656738281,0.143786758184433,0.0903526395559311,13,2,421,1
180,69975,264.040008544922,-6.13123989105225,35.4000015258789,264.111175537109,0.133636295795441,-0.0232167020440102,13,2,420,2
192,76556,253.733001708984,67.3526000976562,-10.1999998092651,262.520111083984,-0.0388444103300571,0.259463131427765,13,2,422,1
193,60429,256.658996582031,5.68886995315552,-50.7999992370605,256.722045898438,-0.196610271930695,0.0221614614129066,13,2,381,1
212,55747,252.912002563477,76.9175033569336,7.80000019073486,264.349731445312,0.0295020900666714,0.295239210128784,13,2,422,1
215,55733,260.471984863281,17.4148006439209,51,261.053497314453,0.194140374660492,0.066759280860424,13,2,421,1
223,65141,260.243011474609,-22.4554996490479,31.7999992370606,261.210021972656,0.121442414820194,-0.0860734656453133,13,2,420,1
224,65122,252.352996826172,-65.7807998657227,-21,260.78564453125,-0.0804390236735344,-0.254995316267014,13,2,419,1
240,70768,248.380996704102,-75.5653991699219,37.7999992370605,259.621368408203,0.145087018609047,-0.29533463716507,13,2,419,1
247,73459,251.848999023438,54.6165008544922,61.5999984741211,257.703094482422,0.236815020442009,0.213555306196213,13,2,462,1
248,72817,264.701995849609,-3.28716993331909,-10.8000001907349,264.722412109375,-0.0407861359417439,-0.0124177420511842,13,2,420,2
258,71969,252.358001708984,83.3737030029297,1.79999995231628,265.773834228516,0.00677263177931309,0.319089025259018,13,2,422,1
