"sample_id","hit_id_5","x_5","y_5","z_5","rho_5","eta_5","phi_5","volume_id_5","layer_id_5","module_id_5","value_5"
1,75322,119.526000976562,-226.973999023438,103.599998474121,256.522247314453,0.393620252609253,-1.08609068393707,13,2,454,1
6,75127,-258.855010986328,-36.3703994750977,84.4000015258789,261.397613525391,0.317517638206482,-3.00200152397156,13,2,441,2
24,74447,-232.804992675781,120.339996337891,-120.400001525879,262.068450927734,-0.444626331329346,2.66450619697571,13,2,397,2
74,74664,-28.961799621582,-258.730010986328,52.2000007629395,260.345947265625,0.199182823300362,-1.68227052688599,13,2,410,2
80,75082,-232.298004150391,125.549003601074,-45,264.054748535156,-0.169604897499084,2.64609909057617,13,2,437,1
82,74916,123.375999450684,234.126998901367,29.3999996185303,264.645233154297,0.110864855349064,1.08581256866455,13,2,427,2
89,75020,-105.828002929688,240.169006347656,-31.7999992370606,262.451354980469,-0.12087070941925,1.98583900928497,13,2,433,1
92,75435,256.759002685547,7.08529996871948,80.8000030517578,256.856750488281,0.309602349996567,0.0275881364941597,13,2,461,2
117,73913,-236.820999145508,-107.009002685547,-60.4000015258789,259.875183105469,-0.230376034975052,-2.71719622612,13,2,363,1
118,74220,225.35400390625,123.358001708984,-112,256.907806396484,-0.423207402229309,0.500842213630676,13,2,384,1
138,75469,237.608993530273,103.825996398926,66.4000015258789,259.302673339844,0.253352373838425,0.411958426237106,13,2,463,1
148,74441,-217.992004394531,137.934997558594,-90.4000015258789,257.966247558594,-0.343630611896515,2.57743787765503,13,2,397,1
157,75231,-98.8467025756836,-238.869003295898,84.4000015258789,258.51318359375,0.32094419002533,-1.96315205097198,13,2,448,1
165,60389,-249.738998413086,-79.2061004638672,125.199996948242,261.998413085938,0.461326986551285,-2.83447217941284,13,2,442,2
174,60077,201.151000976562,-167.833999633789,-35.4000015258789,261.973236083984,-0.134720370173454,-0.695348739624023,13,2,416,1
180,60288,-94.4900970458984,242.975997924805,17.3999996185303,260.702362060547,0.0666932836174965,1.94168555736542,13,2,433,1
192,60213,141.307998657227,219.029998779297,-18.6000003814697,260.657043457031,-0.0712977573275566,0.997835576534271,13,2,427,2
193,59777,22.6875991821289,257.144012451172,-97.5999984741211,258.142944335938,-0.369611740112305,1.48279500007629,13,2,390,1
212,60039,49.896800994873,-255.231994628906,41.4000015258789,260.063568115234,0.158526986837387,-1.37773537635803,13,2,412,1
215,60302,-135.684005737305,223.365997314453,-45,261.347503662109,-0.171344786882401,2.11667680740356,13,2,434,1
223,60834,-241.610000610352,94.3024978637695,116.400001525879,259.361419677734,0.434950113296509,2.7694685459137,13,2,478,3
224,59583,60.1959991455078,-251.369995117188,-134.800003051758,258.477142333984,-0.500373303890228,-1.33575093746185,13,2,372,1
240,59832,-207.908996582031,158.054000854492,-78.4000015258789,261.165130615234,-0.295858114957809,2.49159073829651,13,2,396,2
247,60552,187.563003540039,-175.680999755859,89.1999969482422,256.989685058594,0.340478986501694,-0.752699017524719,13,2,456,1
248,60189,227.865997314453,125.036003112793,-0.599996984004974,259.917114257812,-0.00230844388715923,0.501864552497864,13,2,424,2
